City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
86,east london,-33.0153,27.9116,85.13600000000007,70,0,6.69,ZA,1675609269
87,takoradi,4.8845,-1.7554,86.09000000000002,67,93,5.76,GH,1675609401
88,hilo,19.7297,-155.09,71.61800000000008,92,100,2.57,US,1675609402
89,beyneu,45.3167,55.2,35.81600000000001,69,100,0.9,KZ,1675609402
90,haileybury,47.449,-79.6373,14.57600000000009,95,100,1.46,CA,1675609403
91,lebu,-37.6167,-73.65,66.07400000000001,75,33,6.53,CL,1675609404
92,clyde river,70.4692,-68.5914,-14.56599999999996,64,100,5.66,CA,1675609405
93,balabac,7.9868,117.0645,79.91600000000001,84,100,7.11,PH,1675609405
94,harper,4.375,-7.7169,83.60600000000002,73,100,4.46,LR,1675609406
95,itaituba,-4.2761,-55.9836,80.76200000000006,89,75,3.09,BR,1675609407
96,tukrah,32.5341,20.5791,55.562000000000054,54,94,13.91,LY,1675609409
97,atasu,48.6814,71.6433,15.656000000000027,97,97,2.22,KZ,1675609409
98,talara,-4.5772,-81.2719,84.95600000000003,51,0,5.14,PE,1675609410
99,quatre cocos,-20.2078,57.7625,82.50800000000001,79,65,5.06,MU,1675609411
100,castro,-24.7911,-50.0119,75.83000000000004,59,72,3.88,BR,1675609412
101,hoskote,13.0669,77.7983,75.21800000000009,38,43,5.14,IN,1675609412
102,luanda,-8.8368,13.2343,84.2,74,40,5.66,AO,1675609413
103,najran,17.4924,44.1277,79.44800000000002,24,100,5.42,SA,1675609413
104,dingle,10.9995,122.6711,74.67800000000007,91,100,3.34,PH,1675609413
105,port elizabeth,-33.918,25.5701,87.09800000000003,84,40,10.29,ZA,1675609233
106,beckley,37.7782,-81.1882,45.44600000000005,42,0,4.92,US,1675609414
107,ust-uda,54.1742,103.0304,-9.219999999999956,100,100,0.33,RU,1675609414
108,klyuchi,52.2667,79.1667,4.550000000000001,99,92,1.87,RU,1675609415
109,consuegra,39.4625,-3.608,57.90200000000008,24,1,2.66,ES,1675609415
110,hofn,64.2539,-15.2082,44.61800000000009,93,100,11.32,IS,1675609408
111,oussouye,12.485,-16.5469,89.78000000000004,14,94,2.77,SN,1675609416
112,mahebourg,-20.4081,57.7,82.68800000000005,78,40,3.09,MU,1675609416
113,saskylakh,71.9167,114.0833,-38.37999999999994,100,100,1.83,RU,1675609417
114,georgetown,5.4112,100.3354,75.14600000000004,94,40,2.06,MY,1675609202
115,egvekinot,66.3167,-179.1667,-21.549999999999955,87,100,5.11,RU,1675609417
116,katherine,-14.4667,132.2667,73.72400000000002,83,11,2.06,AU,1675609418
117,ohara,35.25,140.3833,48.092,80,48,1.5,JP,1675609418
118,yulara,-25.2406,130.9889,73.25600000000003,21,0,4.4,AU,1675609419
119,kaitangata,-46.2817,169.8464,57.2,96,100,2.25,NZ,1675609419
120,leshukonskoye,64.8989,45.7622,-1.2999999999999474,99,96,1.93,RU,1675609420
121,daru,-9.0763,143.2092,77.09000000000002,90,100,1.7,PG,1675609420
122,portland,45.5234,-122.6762,46.32800000000007,95,100,4.47,US,1675609162
123,san isidro,-12.1167,-77.05,76.58600000000007,69,19,5.14,PE,1675609332
124,nikolskoye,59.7035,30.7861,20.804000000000052,86,100,3.11,RU,1675609421
125,south lake tahoe,38.9332,-119.9844,27.86000000000008,91,99,4.02,US,1675609206
126,yellowknife,62.456,-114.3525,-21.477999999999966,76,75,3.09,CA,1675609238
127,medicine hat,50.0501,-110.6683,31.712000000000057,82,40,3.09,CA,1675609321
128,nemuro,43.3236,145.575,22.928000000000065,77,22,4.3,JP,1675609422
129,ponta do sol,32.6667,-17.1,67.71200000000006,52,26,1.29,PT,1675609422
130,tigzirt,36.8886,4.1198,55.45400000000005,75,76,3.97,DZ,1675609422
131,kavieng,-2.5744,150.7967,81.87800000000007,73,100,1.11,PG,1675609423
132,saint-ambroise,48.5501,-71.3324,7.340000000000021,78,100,0.51,CA,1675609423
133,brae,60.3964,-1.353,45.104000000000056,80,100,8.63,GB,1675609424
134,manakara,-22.1333,48.0167,76.04600000000005,87,100,2.38,MG,1675609424
135,abu samrah,35.3029,37.1841,42.8,92,100,2.86,SY,1675609425
136,nouadhibou,20.931,-17.0347,73.38200000000002,25,100,8.23,MR,1675609425
137,bengkulu,-3.8004,102.2655,76.13600000000007,88,100,3.24,ID,1675609426
138,tocopilla,-22.092,-70.1979,75.41600000000001,73,0,2.06,CL,1675609426
139,robertsport,6.7533,-11.3686,81.89600000000004,75,62,6.03,LR,1675609426
140,makokou,0.5738,12.8642,86.99000000000002,47,88,0.39,GA,1675609427
141,padang,-0.9492,100.3543,71.65400000000005,83,100,1.85,ID,1675609229
142,kutum,14.2,24.6667,85.51400000000004,6,66,1.42,SD,1675609427
143,kharp,66.8014,65.8081,2.3180000000000867,92,87,3.29,RU,1675609427
144,rio tercero,-32.173,-64.1141,83.80400000000006,41,0,4.74,AR,1675609428
145,wajir,1.7471,40.0573,98.56400000000004,22,20,3.09,KE,1675609363
146,hasaki,35.7333,140.8333,35.99600000000005,75,79,4.57,JP,1675609429
147,vila velha,-20.3297,-40.2925,93.14600000000004,63,0,6.69,BR,1675609246
148,beringovskiy,63.05,179.3167,-19.713999999999984,94,99,5.23,RU,1675609429
149,ketchikan,55.3422,-131.6461,40.98200000000001,79,98,3.15,US,1675609315
150,denpasar,-8.65,115.2167,76.71200000000006,100,75,10.29,ID,1675609430
151,atuona,-9.8,-139.0333,78.33200000000002,75,5,8.06,PF,1675609430
152,esperance,-33.8667,121.9,69.35,64,44,9.16,AU,1675609431
153,la ronge,55.1001,-105.2842,23.252000000000077,86,100,3.6,CA,1675609235
154,tuktoyaktuk,69.4541,-133.0374,-47.19999999999996,66,0,1.54,CA,1675609431
155,ilek,51.5271,53.3831,8.726000000000091,92,100,2.44,RU,1675609431
156,sao felix do xingu,-6.6447,-51.995,85.80200000000008,65,100,0.56,BR,1675609432
157,mitu,1.1983,-70.1733,71.74400000000007,98,100,0.86,CO,1675609432
158,kasangulu,-4.5911,15.1708,86.93600000000006,70,68,2.71,CD,1675609433
159,namatanai,-3.6667,152.4333,78.06200000000005,81,99,1.37,PG,1675609433
160,klaksvik,62.2266,-6.589,45.518000000000086,88,100,15.53,FO,1675609434
161,norman wells,65.282,-126.8329,-21.963999999999984,83,40,1.03,CA,1675609434
162,kushmurun,52.4503,64.6311,9.212000000000057,96,96,2.92,KZ,1675609434
163,juneau,58.3019,-134.4197,34.214000000000034,94,100,4.12,US,1675609228
164,sinnar,13.5691,33.5672,93.61400000000003,13,72,6.7,SD,1675609435
165,adre,13.4667,22.2,92.53399999999999,7,42,3.0,TD,1675609435
166,byron bay,-28.65,153.6167,67.94600000000005,71,59,1.81,AU,1675608983
167,batagay,67.6333,134.6333,-36.23799999999994,100,99,0.88,RU,1675609436
168,khartoum,15.5518,32.5324,92.01200000000006,17,24,5.17,SD,1675609436
169,bandundu,-3.3167,17.3667,91.34600000000005,43,84,1.43,CD,1675609436
170,okato,-39.2,173.8833,66.18200000000002,69,96,4.02,NZ,1675609437
171,athabasca,54.7169,-113.2854,27.01400000000003,90,81,2.3,CA,1675609378
172,turbat,26.0023,63.044,75.68600000000006,38,0,6.48,PK,1675609438
173,severo-kurilsk,50.6789,156.125,24.92600000000009,78,96,3.53,RU,1675609438
174,aden,12.7794,45.0367,76.01000000000008,69,61,3.16,YE,1675609278
175,saint george,37.1041,-113.5841,34.39400000000008,75,0,1.54,US,1675609244
176,aberfeldy,56.62,-3.8645,41.48600000000007,79,98,1.39,GB,1675609439
177,jalu,29.0331,21.5482,63.608000000000004,46,93,9.03,LY,1675609439
178,olafsvik,64.8945,-23.7142,42.11600000000001,90,88,10.2,IS,1675609440
179,kazanskoye,55.6448,69.235,-1.1919999999999433,99,100,1.83,RU,1675609440
180,upernavik,72.7868,-56.1549,-16.437999999999946,98,98,2.31,GL,1675609441
181,tuatapere,-46.1333,167.6833,56.768000000000086,92,98,3.9,NZ,1675609442
182,vardo,70.3705,31.1107,21.182000000000016,93,100,5.14,NO,1675609399
183,palmer,42.1584,-72.3287,38.24600000000005,51,75,8.23,US,1675609442
184,balkhash,46.844,74.9804,9.80600000000003,98,30,2.19,KZ,1675609443
185,ayabe,35.3,135.25,37.47200000000004,95,5,1.35,JP,1675609444
186,mount gambier,-37.8333,140.7667,52.43000000000004,93,37,1.66,AU,1675609444
187,ak-dovurak,51.1833,90.6,3.938000000000045,98,97,0.86,RU,1675609445
188,asau,46.4333,26.4,24.278000000000066,76,94,3.65,RO,1675609445
189,kapaa,22.0752,-159.319,73.72400000000002,90,100,6.69,US,1675609445
190,hervey bay,-25.2986,152.8535,78.11600000000001,89,100,5.0,AU,1675609446
191,nueve de julio,-35.4444,-60.8831,85.82000000000006,48,0,2.24,AR,1675609448
192,bubaque,11.2833,-15.8333,78.674,52,22,3.97,GW,1675609448
193,alyangula,-13.8483,136.4192,81.05,65,61,2.08,AU,1675609448
194,ronneby,56.21,15.276,34.30400000000005,75,0,3.09,SE,1675609449
195,faya,18.3851,42.4509,68.108,51,98,3.24,SA,1675609450
196,isangel,-19.55,169.2667,80.31200000000005,85,100,2.63,VU,1675609451
197,krasnyy luch,48.1395,38.9371,28.18399999999999,77,100,3.97,UA,1675609452
198,kirakira,-10.4544,161.9205,78.20600000000003,93,100,3.19,SB,1675609453
199,cabo san lucas,22.8909,-109.9124,69.51200000000006,53,0,2.06,MX,1675609454
200,praia,14.9215,-23.5087,77.54000000000002,47,20,9.26,CV,1675609455
201,laval,45.57,-73.692,23.108000000000004,78,100,4.12,CA,1675609192
202,barrow,71.2906,-156.7887,-18.381999999999962,76,100,2.57,US,1675609453
203,anakapalle,17.6833,83.0167,73.34600000000005,77,1,0.76,IN,1675609457
204,port blair,11.6667,92.75,82.43600000000006,78,40,1.03,IN,1675609245
205,pio xii,-3.8325,-45.1525,85.80200000000008,65,100,1.9,BR,1675609462
206,san rafael,-34.6177,-68.3301,89.29400000000007,17,3,5.46,AR,1675609464
207,ribeira grande,38.5167,-28.7,62.99600000000005,82,40,6.71,PT,1675609383
208,santa cruz,-17.8,-63.1667,77.05400000000006,83,75,5.14,BO,1675609465
209,northeim,51.7,10.0,40.87400000000001,88,100,0.16,DE,1675609466
210,road town,18.4167,-64.6167,82.49000000000002,78,40,6.17,VG,1675609467
211,chokurdakh,70.6333,147.9167,-36.27399999999996,100,97,1.85,RU,1675609467
212,ambilobe,-13.2,49.05,77.03600000000007,90,100,0.96,MG,1675609468
213,west bay,19.3667,-81.4167,82.07600000000009,77,20,2.57,KY,1675609468
214,sarangani,5.4033,125.4636,81.51800000000009,76,100,6.48,PH,1675609470
215,taitung,22.7583,121.1444,68.27000000000007,100,75,2.57,TW,1675609471
216,faanui,-16.4833,-151.75,81.19400000000007,74,38,7.11,PF,1675609472
217,harer,9.3094,42.1258,70.62800000000007,28,52,6.58,ET,1675609472
218,petrolina,-9.3986,-40.5008,86.05400000000006,54,40,4.63,BR,1675609210
219,calvinia,-31.4707,19.776,84.97400000000002,20,17,7.47,ZA,1675609475
220,buala,-8.145,159.5921,76.85600000000002,96,100,5.49,SB,1675609476
221,bucarasica,8.041,-72.8654,72.5,47,27,2.18,CO,1675609476
222,fairbanks,64.8378,-147.7164,-16.257999999999953,76,0,0.0,US,1675609201
223,plaridel,14.8872,120.8572,80.58200000000002,79,74,1.58,PH,1675609477
224,tsuruga,35.6455,136.0558,36.64400000000008,79,4,1.18,JP,1675609478
225,chunhuhub,19.55,-88.6833,69.18800000000005,91,100,1.25,MX,1675609478
226,methven,-43.6333,171.65,56.912000000000056,70,2,3.07,NZ,1675609479
227,narsaq,60.9167,-46.05,17.81600000000001,82,99,1.93,GL,1675609409
228,khandbari,27.3747,87.2039,55.562000000000054,67,44,0.69,NP,1675609480
229,nome,64.5011,-165.4064,17.672000000000036,79,100,2.57,US,1675609481
230,lata,40.1629,-8.3327,66.48800000000004,38,0,3.66,PT,1675609482
231,kulykiv,50.3142,24.8176,24.60200000000008,81,100,5.08,UA,1675609483
232,porto santo,33.072,-16.3415,62.978000000000065,63,40,6.69,PT,1675609485
233,lavrentiya,65.5833,-171.0,-5.223999999999961,94,100,3.68,RU,1675609486
234,codrington,-38.2667,141.9667,55.148000000000025,88,33,2.47,AU,1675609486
235,omsukchan,62.5333,155.8,-34.779999999999944,99,89,2.03,RU,1675609487
236,qaqortoq,60.7167,-46.0333,20.444000000000074,78,100,3.25,GL,1675609489
237,bandar,2.05,99.75,74.3,97,100,0.92,ID,1675609491
238,pevek,69.7008,170.3133,-37.803999999999945,100,82,1.22,RU,1675609491
239,lompoc,34.6391,-120.4579,53.780000000000044,87,40,8.94,US,1675609436
240,karaton,-6.3424,106.1045,76.06400000000004,90,100,2.57,ID,1675609491
241,port macquarie,-31.4333,152.9167,68.9,80,26,0.84,AU,1675609492
242,pandan,14.0453,124.1694,77.37800000000007,89,100,4.88,PH,1675609493
243,honiara,-9.4333,159.95,77.63000000000004,96,100,2.93,SB,1675609493
244,srednekolymsk,67.45,153.6833,-33.375999999999934,99,100,3.16,RU,1675609494
245,hirara,24.8,125.2833,71.07800000000006,79,100,4.86,JP,1675609495
246,ajdabiya,30.7554,20.2263,60.944000000000074,53,41,10.29,LY,1675609483
247,tiarei,-17.5333,-149.3333,77.01800000000009,76,100,6.57,PF,1675609496
248,puerto escondido,15.85,-97.0667,79.62800000000007,89,0,4.12,MX,1675609497
249,orihuela,38.0848,-0.944,64.81400000000004,65,1,2.68,ES,1675609497
250,qaanaaq,77.484,-69.3632,-3.477999999999966,67,0,3.89,GL,1675609498
251,obo,5.3998,26.4869,97.88000000000004,10,82,3.67,CF,1675609498
252,rakiv lis,51.6217,24.9243,26.85200000000008,65,99,4.93,UA,1675609499
253,coihaique,-45.5752,-72.0662,70.41200000000006,32,20,5.14,CL,1675609500
254,ponta delgada,37.7333,-25.6667,63.320000000000064,77,20,4.63,PT,1675609501
255,grants,35.1473,-107.8514,38.93000000000004,45,33,2.19,US,1675609501
256,ulaangom,49.9811,92.0667,-8.64399999999997,92,100,0.82,MN,1675609502
257,kununurra,-15.7667,128.7333,80.58200000000002,83,84,1.03,AU,1675609467
258,sarangarh,21.6,83.0833,71.52800000000006,18,0,2.58,IN,1675609505
259,sorong,-0.8833,131.25,77.43200000000002,89,100,3.21,ID,1675609508
260,bambous virieux,-20.3428,57.7575,82.65200000000007,78,40,3.09,MU,1675609511
261,karratha,-20.7377,116.8463,89.15,52,13,5.72,AU,1675609375
262,vrutky,49.1133,18.9171,24.098000000000024,74,83,2.43,SK,1675609514
263,ostrovnoy,68.0531,39.5131,4.874000000000013,97,80,4.87,RU,1675609514
264,salalah,17.0151,54.0924,75.29000000000002,73,0,1.54,OM,1675609490
265,peniche,39.3558,-9.3811,67.08200000000002,49,2,3.7,PT,1675609516
266,sabang,5.8933,95.3214,81.64400000000008,70,95,2.48,ID,1675609517
267,annau,37.8876,58.516,53.096000000000046,58,19,3.09,TM,1675609518
268,kefamenanu,-9.4467,124.4781,70.98800000000004,97,100,1.26,ID,1675609520
269,chapais,49.7834,-74.8492,6.5839999999999925,88,100,3.31,CA,1675609521
270,santa marta de tormes,40.9506,-5.6272,54.03200000000002,38,0,5.66,ES,1675609522
271,gat,31.61,34.7642,61.483999999999995,10,1,4.91,IL,1675609523
272,lasa,46.6166,10.7002,41.68399999999999,80,12,2.66,IT,1675609526
273,broken hill,-31.95,141.4333,71.85200000000007,31,0,3.58,AU,1675609527
274,coquimbo,-29.9533,-71.3436,73.13000000000004,60,0,5.14,CL,1675609466
275,camacha,33.0833,-16.3333,60.22400000000001,63,40,6.69,PT,1675609529
276,ilulissat,69.2167,-51.1,1.4180000000000845,71,100,7.72,GL,1675609530
277,vangaindrano,-23.35,47.6,75.68600000000006,88,96,3.51,MG,1675609531
278,cervo,43.6702,-7.4101,53.96000000000008,74,54,10.16,ES,1675609531
279,touros,-5.1989,-35.4608,87.11600000000001,59,67,5.45,BR,1675609533
280,seoul,37.5683,126.9778,31.441999999999997,83,0,1.03,KR,1675609394
281,sao joao da barra,-21.6403,-41.0511,91.49000000000002,68,18,2.45,BR,1675609534
282,aklavik,68.2191,-135.0107,-45.23799999999994,99,44,1.29,CA,1675609535
283,yumbe,3.4651,31.2469,90.23000000000005,18,49,1.14,UG,1675609536
284,koster,-25.863,26.8976,76.73000000000005,40,69,2.23,ZA,1675609537
285,alugan,12.2188,125.4808,78.566,85,20,6.39,PH,1675609537
286,karatau,43.1667,70.4667,33.51200000000006,91,23,1.82,KZ,1675609538
287,tiksi,71.6872,128.8694,-29.289999999999964,100,100,1.49,RU,1675609538
288,nisia floresta,-6.0911,-35.2086,88.61000000000008,49,60,5.64,BR,1675609539
289,aitape,-3.1374,142.3475,79.03399999999999,86,100,0.9,PG,1675609540
290,sobolevo,54.4299,31.8996,24.583999999999993,89,100,3.54,RU,1675609541
291,kahului,20.8947,-156.47,74.84000000000002,89,0,6.26,US,1675609542
292,mariager,56.6498,9.9752,39.77600000000009,83,50,6.49,DK,1675609543
293,pangnirtung,66.1451,-65.7125,-28.929999999999936,97,100,0.68,CA,1675609544
294,alappuzha,9.49,76.3264,80.18600000000006,81,2,1.51,IN,1675609545
295,plattsburgh,44.6995,-73.4529,27.374000000000013,55,20,2.68,US,1675609545
296,shimoda,34.6667,138.95,40.1,71,32,2.53,JP,1675609547
297,abakaliki,6.3163,8.1169,99.28399999999999,26,100,0.65,NG,1675609547
298,avarua,-21.2078,-159.775,80.65400000000005,83,75,5.14,CK,1675609547
299,port hardy,50.6996,-127.4199,42.98000000000004,100,75,1.03,CA,1675609549
300,utete,-7.986,38.758,80.67200000000004,76,77,3.05,TZ,1675609549
301,tual,-5.6667,132.75,80.88800000000005,80,100,7.07,ID,1675609551
302,aksu,41.1231,80.2644,22.35200000000008,83,2,1.14,CN,1675609552
303,rio grande,-32.035,-52.0986,78.908,75,84,6.07,BR,1675609330
304,mount isa,-20.7333,139.5,76.766,100,100,3.09,AU,1675609292
305,antofagasta,-23.65,-70.4,76.28000000000004,66,1,3.24,CL,1675609554
306,rovaniemi,66.5,25.7167,18.80600000000003,93,100,2.57,FI,1675609554
307,cayenne,4.9333,-52.3333,73.43600000000006,100,75,2.06,GF,1675609446
308,yibin,28.7667,104.6238,59.41400000000003,58,99,2.33,CN,1675609555
309,biltine,14.5333,20.9167,91.79600000000005,6,85,4.45,TD,1675609555
310,mecca,21.4267,39.8261,78.18800000000005,47,73,5.37,SA,1675609556
311,zelenogorskiy,55.0333,87.0,-8.22999999999994,100,87,1.08,RU,1675609556
312,beloha,-25.1667,45.05,76.83800000000005,75,100,7.81,MG,1675609557
313,oistins,13.0667,-59.5333,84.29000000000002,61,75,10.29,BB,1675609558
314,garowe,8.4054,48.4845,81.57200000000003,29,5,6.11,SO,1675609558
315,tinskoy,56.1525,96.9161,-5.871999999999936,100,89,1.12,RU,1675609558
316,sile,41.1754,29.6133,42.56600000000001,72,100,8.49,TR,1675609559
317,isoka,-10.1606,32.6335,69.458,88,98,1.37,ZM,1675609560
318,kailua,21.4022,-157.7394,73.38200000000002,87,72,1.79,US,1675609561
319,ekhabi,53.5102,142.9671,-6.285999999999966,97,100,3.87,RU,1675609561
320,preobrazheniye,42.9019,133.9064,22.1,78,38,3.16,RU,1675609562
321,jaszdozsa,47.5661,20.0153,34.10600000000003,49,66,3.83,HU,1675609563
322,sibolga,1.7427,98.7792,75.72200000000004,93,100,1.66,ID,1675609565
323,teya,60.3778,92.6267,5.738000000000046,98,100,1.8,RU,1675609566
324,filingue,14.3521,3.3168,98.61800000000008,8,92,3.29,NE,1675609567
325,tigre,-34.426,-58.5796,86.27000000000007,45,0,2.57,AR,1675609568
326,mendota,36.7536,-120.3816,48.47000000000006,86,1,2.79,US,1675609569
327,poum,-20.2333,164.0167,83.066,83,20,9.06,NC,1675609570
328,shahrud,36.4182,54.9763,38.96600000000001,42,59,1.71,IR,1675609571
329,anju,39.6178,125.6647,23.108000000000004,85,77,1.59,KP,1675609571
330,ahipara,-35.1667,173.1667,63.68000000000004,92,100,3.14,NZ,1675609460
331,berlevag,70.8578,29.0864,23.0,73,100,4.63,NO,1675609565
332,sarab,38.6066,44.9883,43.91600000000001,49,100,5.14,IR,1675609572
333,taksimo,56.3444,114.8794,-0.2379999999999427,89,100,1.84,RU,1675609573
